Year,Month,Day,DayOfWeek,Airline,FlightNumber,OriginAirport,DestAirport,SchedDepTime,DepDelay,ArrDelay,Cancelled,Diverted,Distance
2018,8,12,3,B6,4653,LGA,ORD,01:39,33,31,False,False,783
2019,11,5,4,WN,9915,ATL,DFW,03:37,174,167,True,False,2392
2018,10,18,7,AA,8345,JFK,LAX,09:54,-1,18,False,False,209
2015,8,16,5,DL,5386,LAX,LGA,06:39,32,27,False,False,1504
2016,8,4,2,WN,360,DEN,LAX,00:07,122,135,False,False,467
2019,8,18,7,AA,176,SEA,ORD,05:13,165,180,False,False,2514
2017,2,12,1,NK,8152,ORD,ORD,04:42,77,82,False,False,838
2015,8,24,2,F9,3283,DEN,ATL,10:38,-1,1,False,False,2766
2016,9,24,1,DL,5612,LGA,ORD,08:21,139,130,False,False,1072
2017,8,5,5,F9,7839,SFO,JFK,07:45,115,112,False,False,1915
2017,8,17,6,WN,7672,DEN,LGA,12:46,18,26,False,False,758
2015,6,6,1,AS,2670,LGA,SFO,03:12,47,58,False,False,317
2015,11,3,5,AS,2127,JFK,LAX,01:41,84,86,False,False,1715
2016,1,20,5,AA,8722,DFW,LGA,18:12,-4,14,False,False,1790
2018,3,1,1,DL,6468,LGA,ORD,15:57,67,58,False,False,1374
2015,8,14,7,DL,7152,ATL,SEA,08:59,101,97,False,False,1164
2019,8,17,7,NK,8194,LAX,DFW,21:07,126,137,False,False,2357
2019,5,6,5,DL,5424,DEN,LAX,10:16,118,130,False,False,2068
2019,3,24,7,NK,8587,SFO,LGA,02:32,86,100,False,False,453
2019,9,10,1,NK,5643,LAX,SFO,14:28,97,103,False,False,1845
2019,12,21,1,F9,1624,DEN,ORD,20:39,170,176,False,False,601
2017,10,10,4,DL,7927,ATL,ORD,09:30,88,95,False,False,1569
2015,1,27,1,F9,8739,ORD,SEA,01:13,31,45,False,False,2264
2016,10,19,4,WN,5121,ORD,DFW,14:17,-4,12,False,False,2735
2018,2,24,7,AA,2107,LGA,ORD,20:52,111,124,False,False,1958
2018,4,18,7,UA,1611,JFK,DEN,01:21,147,138,False,False,1359
2016,2,18,2,WN,2288,MIA,DFW,09:26,143,149,False,False,241
2019,8,15,4,B6,7533,LAX,MIA,18:57,89,99,False,False,1513
2019,8,20,6,B6,5230,JFK,ORD,04:15,51,65,False,False,734
2016,5,1,5,AS,884,DEN,DEN,01:25,12,2,False,False,2833
2018,5,7,4,AS,324,LGA,SFO,05:02,2,3,False,False,2259
2017,10,1,5,NK,9805,JFK,ATL,20:13,178,189,False,False,619
2017,8,25,7,DL,4403,ATL,LAX,18:37,167,183,False,False,2165
2016,3,3,4,AS,7702,DEN,LGA,20:34,71,64,False,False,2994
2018,4,6,4,UA,5020,SEA,ATL,18:21,115,126,False,False,2956
2015,6,11,1,NK,734,SFO,SFO,03:45,163,168,False,False,1362
2017,7,11,6,UA,2709,DEN,ATL,03:19,41,38,False,False,1157
2019,4,28,6,DL,9398,SFO,ATL,19:25,16,16,False,False,2053
2018,4,8,7,AS,1707,SEA,MIA,17:09,-8,4,False,False,2199
2018,8,3,6,F9,4345,SFO,SFO,23:06,146,139,False,False,2157
2017,8,25,2,AA,150,LGA,ATL,07:53,165,155,False,True,584
2017,3,4,7,NK,7866,ATL,SFO,21:18,92,90,False,False,1262
2015,7,1,5,AS,2561,ORD,ORD,16:41,7,16,False,False,1519
2018,6,3,5,AA,4112,ORD,DFW,18:34,0,9,False,False,2199
2016,3,12,7,WN,1408,ATL,MIA,04:38,165,165,False,False,1004
2016,7,28,2,AA,5142,SFO,ATL,01:36,-8,-8,False,False,1165
2015,10,14,4,NK,1088,SEA,LGA,04:56,136,146,False,False,2614
2015,3,25,3,NK,6246,LAX,DFW,15:36,-11,-11,False,False,2283
2015,10,7,2,AS,4630,LAX,SEA,01:12,89,84,False,False,2269
2015,10,16,5,WN,7686,ATL,ATL,06:08,67,79,False,False,824
2019,5,9,5,F9,2711,MIA,ORD,07:57,127,118,False,False,753
2015,8,4,2,UA,3751,DEN,ATL,15:21,-15,3,False,False,2585
2017,11,21,3,NK,996,DEN,SFO,11:11,-12,7,False,False,1116
2017,7,2,3,AS,803,JFK,SFO,13:18,153,170,False,False,2839
2015,2,1,2,AS,4996,LGA,MIA,01:11,126,125,False,False,901
2015,1,11,5,AS,5444,ATL,DEN,19:24,64,70,False,False,1377
2017,11,27,5,UA,797,DEN,DFW,21:09,133,136,False,False,1955
2016,6,15,6,AA,9204,DFW,SEA,03:36,73,71,False,False,240
2015,1,16,4,NK,9564,SFO,DEN,15:49,44,57,False,False,464
2016,3,21,4,AA,6466,LAX,JFK,14:05,150,140,False,False,1424
2018,9,11,5,AA,8432,JFK,SFO,07:11,131,139,False,False,610
2016,10,2,1,NK,6158,MIA,SFO,04:13,21,12,False,False,731
2017,4,23,4,B6,2156,ATL,LGA,08:15,-14,0,False,False,1936
2018,12,9,5,NK,6819,SEA,SEA,03:37,99,100,False,False,1381
2019,6,10,5,AA,386,LAX,SFO,14:00,118,114,False,False,2833
2017,5,4,1,AA,468,ATL,MIA,23:08,97,95,False,False,1022
2018,8,28,5,NK,5578,SFO,LAX,08:57,64,76,False,False,637
2017,10,20,6,AA,4900,JFK,DFW,18:21,117,135,False,False,1097
2017,5,19,5,AA,3854,SFO,ORD,16:31,56,64,False,False,1943
2017,9,24,4,AA,9149,DFW,SEA,22:15,177,184,False,False,2679
2015,8,24,5,AA,8570,JFK,SFO,21:10,-1,7,False,False,941
2017,11,3,4,AA,7420,ORD,JFK,01:29,171,166,False,True,833
2016,3,11,3,AA,7332,LGA,SEA,11:39,19,37,False,False,2541
2019,2,23,1,DL,9361,ATL,LGA,15:43,138,139,False,False,733
2019,10,9,1,AS,6414,ORD,LGA,20:47,97,107,True,False,592
2015,12,15,5,UA,8038,MIA,DFW,17:04,142,160,False,False,2869
2016,6,10,2,AS,3219,LAX,SEA,04:16,73,63,False,False,565
2015,11,24,5,DL,7447,LAX,LGA,01:47,18,24,True,False,2720
2016,9,10,2,F9,9054,MIA,SEA,21:47,166,185,False,False,1653
2016,2,28,1,WN,6743,SEA,DEN,05:14,115,112,False,False,2708
2016,8,1,1,B6,9520,SEA,LGA,16:48,175,167,False,False,2345
2017,12,23,6,F9,9517,JFK,DFW,15:15,11,22,False,False,570
2018,8,19,3,B6,972,ORD,LAX,16:27,71,61,False,False,1581
2018,6,14,2,UA,283,SEA,ATL,14:26,4,-4,True,False,2205
2019,4,13,7,UA,5714,ORD,JFK,01:12,108,102,False,False,625
2017,5,21,7,UA,8614,SFO,ATL,02:46,154,165,False,False,231
2016,5,10,1,UA,9157,LGA,MIA,23:33,45,62,False,False,424
2016,11,25,5,F9,3972,LAX,SFO,08:43,28,24,False,False,215
2017,5,6,1,WN,8927,ATL,JFK,07:18,58,77,False,False,2965
2019,11,27,2,DL,7026,MIA,SEA,23:37,153,158,False,False,1844
2017,7,18,3,AS,3697,ORD,DFW,22:10,108,108,False,False,270
2017,9,1,6,UA,854,ATL,SFO,10:17,1,13,False,False,1727
2017,6,24,6,AS,5487,LGA,ATL,20:02,160,169,False,False,2712
2018,10,6,7,DL,311,DFW,JFK,01:23,106,108,False,False,2149
2015,10,5,2,DL,9498,ATL,SEA,13:32,161,173,False,False,1792
2018,11,28,1,AA,4962,DFW,LGA,21:36,68,78,False,False,1369
2015,6,22,4,F9,2628,SFO,JFK,22:57,144,154,False,False,671
2016,3,6,7,B6,9855,JFK,JFK,20:25,-15,-21,False,False,500
2018,8,25,2,WN,2622,DEN,LAX,11:33,94,88,False,False,2139
2017,3,6,1,UA,9852,SFO,DEN,03:51,-1,16,False,False,876
2019,5,23,4,F9,3350,DEN,DEN,01:28,21,37,False,False,364
2015,5,28,7,DL,1283,SFO,ATL,14:47,-15,-23,False,False,2696
2017,8,20,3,UA,2540,ORD,MIA,05:42,56,70,False,False,320
2015,4,16,5,AA,6979,ORD,ATL,18:02,76,92,False,False,721
2017,7,12,5,AS,4731,ORD,LAX,08:18,159,154,False,False,2358
2019,10,14,3,B6,4229,JFK,ATL,23:11,139,157,False,False,250
2017,12,23,1,F9,3116,ATL,LGA,01:03,109,128,False,False,2189
2018,8,7,4,AS,1415,SEA,JFK,08:41,145,164,False,False,2184
2015,8,27,3,B6,6132,ATL,MIA,04:36,140,139,False,False,578
2019,10,15,1,AS,4282,LGA,LAX,00:29,100,98,False,False,1084
2017,11,3,5,UA,8477,SFO,JFK,03:24,93,94,False,False,2597
2015,6,15,2,AS,2780,JFK,SEA,09:52,89,101,False,False,2084
2018,3,6,7,UA,7303,DEN,DEN,08:28,68,84,False,False,464
2016,5,24,3,DL,9755,DEN,SFO,00:48,148,164,False,False,1255
2018,10,22,1,AA,5327,ATL,DFW,07:23,59,57,False,False,1667
2018,9,24,2,NK,151,ATL,SEA,05:40,125,143,False,False,2225
2016,5,9,3,WN,3394,LGA,DEN,03:34,89,101,False,False,2771
2018,3,13,3,WN,6164,JFK,DFW,04:45,37,35,False,False,2114
2016,3,22,7,AS,8027,SFO,ATL,13:39,84,86,False,False,706
2015,4,16,4,B6,2089,ATL,DEN,03:23,136,145,False,False,2786
2015,1,10,4,F9,4426,LGA,LAX,06:32,159,178,False,False,861
2017,12,14,5,AS,9425,DEN,ORD,10:27,84,97,False,False,1588
2016,1,22,2,UA,4534,MIA,ATL,21:22,9,7,False,False,2174
2015,3,28,3,DL,801,SEA,LGA,21:30,147,141,False,False,2245
2015,12,2,1,B6,395,ORD,ORD,14:37,161,159,False,False,2616
2015,12,4,2,AA,1468,ATL,ATL,06:23,85,95,False,False,219
2015,2,3,6,B6,198,MIA,ORD,00:51,135,128,False,False,1791
2018,2,15,1,UA,9633,JFK,DFW,15:13,157,171,False,False,2755
2016,8,13,1,AS,933,SEA,MIA,03:36,21,19,False,False,763
2016,6,3,4,NK,5731,LGA,DFW,03:18,176,167,False,False,1926
2019,3,4,4,B6,4123,LGA,SFO,09:40,11,11,False,False,1137
2017,11,8,5,F9,3817,LGA,SFO,02:12,137,138,False,False,1695
2016,12,19,3,AA,9221,SEA,ATL,08:22,136,130,False,False,2029
2018,2,26,6,NK,3551,MIA,SEA,00:41,-3,1,False,False,2667
2016,4,28,4,DL,3338,LGA,SFO,08:06,148,139,False,False,1598
2016,10,21,7,AS,3640,LAX,SFO,14:57,-2,-8,False,False,2279
2019,4,15,3,DL,4862,ATL,SFO,05:37,22,37,False,False,821
2016,8,12,3,DL,3953,ORD,DFW,14:26,10,25,False,False,1388
2016,12,10,4,WN,3358,ORD,ORD,05:59,69,63,False,False,1673
2016,6,26,5,F9,1374,LAX,SFO,13:40,96,111,False,False,1813
2019,1,14,3,AS,6120,SEA,ATL,11:31,146,161,False,False,2842
2018,9,11,2,F9,8454,DEN,ORD,07:48,64,71,False,False,2925
2015,6,11,3,WN,5495,SFO,DFW,18:01,117,110,False,False,2776
2016,4,17,1,AA,8454,LAX,LGA,20:08,106,100,False,False,1549
2017,7,18,6,B6,3140,SFO,ATL,19:14,25,25,False,False,2875
2019,6,7,1,AS,9756,SEA,ORD,04:00,-1,-9,False,False,453
2017,9,27,5,AA,8308,DEN,SEA,05:13,27,17,False,False,1856
2016,8,21,3,AS,634,LGA,MIA,11:21,69,85,False,False,2929
2015,11,21,5,DL,7647,ATL,DFW,08:14,93,105,False,False,1955
2019,2,7,3,DL,7361,SFO,SFO,03:54,7,25,False,False,2782
2016,10,6,5,AS,2066,ORD,ORD,05:10,137,129,False,False,940
2017,1,3,2,F9,5961,MIA,MIA,09:33,43,62,False,False,1399
2019,6,25,7,AA,3172,ORD,DFW,23:58,162,177,True,False,1395
2018,1,20,6,UA,7321,MIA,LAX,19:27,-9,3,False,False,2074
2015,9,22,1,AS,6926,DFW,ATL,02:13,151,151,False,False,2905
2018,12,23,7,AS,9088,SFO,SFO,03:42,179,194,False,False,2327
2019,7,26,3,UA,6544,LAX,DFW,14:03,-20,-10,False,False,2594
2016,8,24,2,UA,6184,JFK,LAX,09:16,31,33,False,False,2053
2015,8,27,2,WN,3429,SFO,LAX,03:06,104,95,False,False,313
2015,3,9,2,B6,6743,MIA,LAX,02:03,68,75,False,False,2985
2019,10,11,1,AA,6406,SFO,DEN,03:55,178,184,False,False,958
2016,11,9,2,AA,6146,JFK,DFW,11:58,157,159,False,False,2691
2019,11,12,2,WN,7675,DEN,MIA,08:33,-10,-18,False,False,965
2018,1,21,1,B6,1137,ATL,LGA,09:43,172,166,False,False,1713
2016,12,2,7,AS,2964,SEA,ATL,04:10,85,95,False,False,1414
2018,1,25,1,WN,1846,DEN,SEA,22:51,164,173,False,False,2405
2019,6,4,4,AS,1507,ATL,SEA,11:34,91,99,False,False,667
2015,9,4,4,B6,9949,ATL,SEA,16:21,119,138,False,True,1984
2017,2,15,6,AA,7983,ORD,LGA,18:47,122,134,True,False,2083
2015,12,22,7,UA,6867,LAX,ORD,11:31,-14,-19,False,False,2115
2018,11,25,5,UA,9446,LAX,DFW,23:15,110,111,False,False,2601
2018,2,10,4,B6,825,DFW,LAX,16:42,-10,-11,False,False,875
2017,6,25,5,UA,6444,LGA,MIA,23:23,135,125,False,False,2666
2016,9,3,1,AA,983,LGA,LAX,04:35,170,167,False,False,1016
2018,11,26,3,NK,1130,DFW,LAX,00:13,39,42,False,False,2372
2015,6,14,6,AS,8511,DEN,DEN,02:38,-10,-10,False,False,1169
2019,8,16,6,UA,6025,SFO,JFK,19:36,141,146,False,False,467
2018,6,15,5,B6,4782,ORD,LAX,09:00,133,132,False,False,1714
2016,7,27,4,F9,2425,MIA,LAX,17:42,122,119,False,False,850
2015,8,20,3,WN,6034,JFK,SEA,17:25,44,41,False,False,2517
2017,8,4,5,AA,4096,ORD,DFW,01:45,35,31,False,False,2024
2017,8,12,6,WN,9804,DFW,JFK,20:34,54,51,False,False,731
2017,9,10,7,UA,9472,LAX,ATL,11:29,70,69,False,False,209
2017,10,25,3,AS,3187,DFW,ORD,00:15,58,67,False,False,2578
2018,8,10,1,AS,6532,SEA,SEA,07:49,59,62,False,False,1585
2018,2,10,4,AA,6274,ORD,SFO,20:16,79,78,False,False,2743
2017,8,24,5,NK,4795,MIA,SFO,14:41,88,98,False,False,686
2015,9,26,7,UA,4488,ORD,SFO,05:13,22,26,False,True,345
2016,7,8,3,NK,2268,JFK,DEN,11:07,83,74,False,False,1104
2015,8,5,5,F9,9464,ORD,SFO,16:21,109,113,False,False,996
2017,9,17,3,F9,3971,JFK,JFK,23:39,173,190,False,False,364
2016,6,18,2,F9,8222,LAX,JFK,10:18,16,9,False,False,2413
2016,5,6,3,DL,9846,JFK,LAX,06:54,71,76,False,False,2804
2015,2,27,5,B6,3236,JFK,DEN,00:22,152,159,False,False,2258
2015,7,28,2,DL,1395,ATL,MIA,04:52,66,66,False,False,624
2017,2,2,6,F9,2882,ORD,SEA,14:45,178,179,False,False,1200
2015,12,8,5,DL,3878,ATL,LGA,14:54,111,111,False,False,1720
2019,9,5,1,AA,8916,DEN,ORD,06:49,165,160,False,False,1752
2018,2,28,6,AS,8065,ATL,DEN,05:38,57,58,False,False,2230
2015,10,3,4,F9,8624,SEA,DEN,23:09,9,8,False,False,2406
2017,12,17,7,B6,2462,SEA,LAX,21:58,91,99,False,False,1486
2016,3,6,4,NK,3214,LAX,SFO,04:02,46,44,False,False,461
2017,9,26,5,NK,2170,LGA,ORD,12:58,54,60,False,False,2909
2019,2,1,1,WN,6931,ATL,ATL,09:09,128,132,False,False,548
2017,6,3,3,B6,7449,SFO,LAX,18:33,128,120,False,False,344
2018,11,28,6,F9,6845,SEA,DFW,19:18,-14,-3,False,False,2242
2015,7,12,5,UA,8364,SFO,SEA,11:43,2,18,False,False,2231
2016,5,15,1,AA,7004,JFK,ATL,08:54,-20,-8,True,False,1781
2018,3,21,4,UA,7064,SFO,ORD,13:55,62,57,False,False,1144
2016,12,8,5,DL,7644,ATL,MIA,22:47,143,134,False,False,2695
2018,6,21,3,WN,8453,JFK,LAX,20:16,23,32,False,False,2989
2019,7,28,2,NK,4226,JFK,LGA,12:38,-2,-5,False,False,2565
2019,1,3,3,WN,2444,SEA,SEA,20:29,178,187,False,False,1031
2017,4,19,7,B6,9673,ATL,MIA,20:18,152,165,False,False,1680
2016,3,27,6,NK,3829,ATL,MIA,12:45,117,121,False,False,605
2019,11,18,6,F9,8327,SFO,MIA,08:50,149,140,False,False,1405
2018,4,6,6,F9,4048,MIA,MIA,03:16,-13,-22,False,False,2841
2019,9,16,6,AA,1070,LAX,LAX,21:00,122,125,False,False,295
2016,11,21,3,UA,764,SEA,MIA,18:12,102,107,False,True,1747
2017,4,4,7,AA,7029,DEN,ATL,15:21,111,123,False,False,1983
2019,1,2,5,AS,6066,LGA,MIA,03:11,151,158,False,False,1574
2017,6,4,2,B6,4351,LAX,MIA,13:05,30,27,False,False,1543
2017,1,15,4,DL,1113,LAX,DFW,18:24,1,19,False,False,1406
2015,1,12,5,WN,1260,JFK,MIA,22:25,73,77,False,False,629
2019,6,11,3,B6,2882,SEA,JFK,19:48,99,92,False,False,1932
2016,2,27,5,NK,365,SFO,ATL,06:34,93,108,False,False,1299
2016,4,21,6,DL,369,MIA,DFW,05:29,12,5,False,False,1355
2019,12,15,5,UA,2248,DFW,DFW,17:30,-4,-3,False,False,592
2018,9,24,6,DL,7641,DFW,DFW,03:49,89,98,True,False,626
2018,11,24,2,AS,8994,ATL,SEA,21:37,32,37,False,False,1902
2016,8,18,5,AS,5509,DFW,SEA,14:01,-11,2,False,False,1670
2019,12,4,6,B6,357,JFK,ORD,06:30,120,136,False,False,968
2018,11,21,3,B6,5402,LGA,SFO,19:10,62,64,False,False,1724
2019,7,23,2,UA,7341,LGA,JFK,12:23,138,134,False,False,227
2018,1,5,2,F9,9003,JFK,DEN,00:48,86,84,False,False,2811
2018,6,26,2,B6,8148,SFO,SFO,16:47,5,7,False,False,2017
2017,8,25,2,DL,8660,ORD,DFW,01:45,77,92,False,False,443
2016,8,26,7,AS,3319,JFK,MIA,00:57,146,164,False,False,2854
2019,5,8,2,AS,991,MIA,LAX,03:37,55,46,False,False,1240
2017,5,28,3,UA,1264,SEA,LGA,17:15,145,159,False,False,1581
2015,3,11,6,F9,1498,SEA,JFK,03:44,71,72,False,False,2818
2018,6,15,7,DL,7001,DFW,ATL,19:40,133,125,False,False,2926
2016,2,16,5,F9,7137,SFO,SEA,07:10,41,38,False,True,1747
2018,1,8,2,DL,617,JFK,LAX,13:11,156,156,False,False,2652
2017,7,12,7,AA,7457,ATL,SEA,11:51,153,156,False,False,2627
2019,4,11,5,F9,5665,DEN,ATL,01:33,38,38,False,False,1812
2017,4,19,4,B6,9072,SFO,JFK,11:23,83,96,False,False,321
2019,4,7,2,DL,444,MIA,SEA,00:26,173,165,False,False,2841
2017,1,18,3,DL,8751,SFO,ORD,15:13,36,51,False,False,2752
2017,12,8,2,NK,7396,ORD,MIA,21:25,143,159,False,False,1699
2017,1,20,7,NK,6311,ATL,DFW,04:52,26,16,False,False,1216
2016,4,22,6,DL,2058,LGA,ORD,04:16,160,157,False,False,2747
2019,5,22,2,AA,5894,DEN,ATL,06:16,156,165,False,False,2573
2016,9,22,1,AS,1404,SEA,ATL,03:24,154,171,False,False,2597
2019,1,4,6,B6,6488,ATL,SEA,17:24,80,71,True,False,606
2017,2,9,1,NK,1667,JFK,DFW,04:44,44,60,False,False,2318
2019,7,11,2,WN,404,SEA,JFK,07:14,94,95,False,False,1399
2018,1,19,7,B6,4725,LGA,MIA,01:24,93,108,False,False,702
2015,2,7,6,AS,4242,MIA,JFK,06:18,24,40,False,False,387
2017,10,15,1,NK,539,SFO,SEA,15:31,174,177,False,False,2845
2016,6,8,2,UA,5430,SFO,MIA,20:34,53,45,False,False,2539
2017,7,10,5,F9,2177,ATL,LGA,13:53,145,153,False,False,1126
2017,5,27,6,B6,7639,ORD,JFK,10:31,28,30,False,False,2758
2015,10,13,7,AS,3657,ORD,SEA,21:43,140,151,False,False,345
2019,10,13,6,F9,7935,SEA,JFK,12:32,-18,-20,False,False,2221
2015,10,27,1,WN,469,JFK,MIA,06:39,94,89,False,False,2662
2015,6,13,7,UA,8978,LGA,DFW,04:18,103,119,False,False,2332
2016,6,3,6,NK,914,ATL,DEN,10:32,57,55,False,False,1051
2015,3,2,1,F9,5576,LGA,ATL,18:53,79,69,False,False,1617
2016,8,23,4,WN,5511,LAX,ORD,11:41,6,11,False,False,2026
2019,10,9,7,WN,9361,JFK,ORD,19:10,121,127,False,False,1024
2015,10,28,6,AS,7670,DFW,JFK,22:33,76,89,False,False,204
2016,2,14,2,F9,2069,LAX,SFO,00:55,126,142,False,False,564
2019,8,7,6,AA,503,LGA,ATL,03:46,156,172,False,False,1434
2015,1,13,3,WN,420,LGA,MIA,07:05,117,134,False,False,1707
2015,8,6,4,WN,4750,SEA,DEN,23:46,-19,-8,False,False,1110
2016,6,18,2,F9,7654,LGA,JFK,03:26,171,164,False,False,1712
2015,10,3,7,WN,9052,DFW,MIA,02:22,-10,-16,False,False,2106
2017,10,9,7,F9,5153,JFK,SEA,12:33,113,121,False,False,2540
2019,1,1,1,UA,5649,ATL,DEN,16:17,151,160,False,False,1205
2017,11,19,4,NK,4804,LAX,SEA,00:16,141,153,False,False,2054
2015,9,7,5,B6,9533,LAX,JFK,16:31,50,45,False,False,2677
2017,12,6,3,AS,848,SFO,ATL,07:16,-3,16,False,False,2840
2017,2,2,4,NK,9928,ATL,ORD,09:31,156,152,False,False,1224
2015,12,21,3,WN,314,LGA,SEA,11:06,58,69,False,False,439
2017,6,22,7,F9,8307,ATL,SFO,11:56,-8,-4,False,False,635
2019,11,16,5,AS,7573,DFW,DFW,22:45,11,24,False,False,1738
2019,1,18,6,DL,763,SEA,JFK,19:14,125,132,False,False,1804
2017,1,2,3,WN,7918,ATL,LGA,14:57,147,151,False,False,1588
2019,10,2,1,B6,9808,ORD,JFK,00:10,-1,17,False,False,761
2015,11,16,5,B6,4648,LGA,ORD,11:36,32,39,False,False,1020
2015,12,24,7,UA,6778,MIA,DFW,23:03,-18,-9,False,True,2509
2017,3,18,1,AS,8133,SFO,LGA,17:04,44,34,False,False,1882
2017,6,15,4,DL,5251,MIA,LAX,08:45,132,124,False,False,2986
2015,3,26,5,NK,3743,DFW,JFK,04:50,-3,8,False,False,1474
2019,12,18,5,WN,9457,LAX,JFK,14:34,89,94,False,False,2879
2016,3,2,5,DL,7619,DEN,SFO,06:17,96,113,True,False,2688
2016,10,17,2,AA,5902,ORD,LAX,02:02,68,77,False,False,1255
2017,6,1,4,F9,9273,SEA,MIA,10:21,-7,-6,False,False,2647
2017,5,7,7,WN,5029,DFW,SFO,19:40,146,145,False,False,2812
2019,11,15,3,DL,1143,ORD,JFK,13:38,140,152,False,False,1643
2016,10,11,4,DL,3177,DEN,LAX,13:59,160,150,False,False,1140
2017,5,28,3,DL,6533,DEN,JFK,11:04,166,161,False,False,811
2019,9,16,6,B6,9768,ORD,JFK,10:03,-17,-10,False,False,324
2018,2,6,3,WN,539,LAX,JFK,18:59,-14,-24,False,False,1703
2019,12,9,4,B6,7369,ATL,ORD,08:41,33,48,False,False,1574
2016,1,6,5,NK,1176,SFO,LAX,10:24,122,126,False,False,666
2015,2,8,2,NK,8684,ATL,DFW,18:16,94,91,False,False,1692
2018,9,12,7,AS,5098,LGA,DFW,15:04,48,50,False,False,474
2019,6,8,2,WN,5692,SEA,ORD,01:27,175,191,False,False,225
2015,7,28,5,AS,3112,DFW,ORD,23:57,53,55,False,False,1688
2016,6,25,5,AS,3790,SEA,LAX,23:08,156,167,False,False,1324
2018,4,5,6,B6,512,DEN,SFO,10:45,86,97,False,False,2087
2018,1,14,5,WN,4550,DEN,SFO,02:50,117,118,False,False,1950
2019,5,8,3,DL,3307,DEN,SEA,07:19,167,180,False,False,1609
2016,3,25,1,F9,6823,JFK,SEA,10:32,-4,12,False,False,2882
2015,5,20,7,DL,1387,ORD,LAX,10:39,-17,-1,False,False,2855
2018,2,12,2,WN,1171,LAX,LAX,22:13,52,68,False,False,1345
2015,3,5,6,WN,8796,DFW,SEA,10:00,66,70,False,False,2811
2015,10,4,1,B6,6240,DEN,SEA,07:46,143,143,False,False,1139
2018,9,16,7,F9,5506,SFO,JFK,03:57,175,182,False,False,1415
2019,5,11,6,B6,5410,LAX,SFO,01:23,30,23,False,False,1630
2018,7,21,2,UA,1894,DEN,DFW,18:49,110,123,False,False,1452
2016,10,13,1,DL,5153,SFO,JFK,03:36,52,71,False,False,2467
2017,11,8,1,AA,6678,ORD,LGA,21:19,57,65,False,True,1963
2019,3,11,5,NK,7842,LGA,DFW,11:51,136,127,False,False,707
2018,9,20,7,NK,8299,LAX,ORD,01:10,44,42,False,False,1047
2015,3,19,3,AS,3128,JFK,SEA,21:23,124,132,False,False,1663
2019,11,5,3,NK,8375,ORD,LAX,09:27,44,57,False,False,1695
2018,10,3,5,UA,9060,MIA,DEN,23:38,165,168,False,False,1738
2016,12,19,2,B6,916,SEA,ATL,04:12,135,149,False,False,251
2016,4,2,7,F9,3058,JFK,MIA,19:35,144,139,False,False,2813
2015,4,14,6,DL,5391,LGA,ORD,03:17,5,9,False,False,2054
2016,12,27,1,UA,4091,SFO,SFO,16:34,161,162,False,False,788
2016,1,28,2,B6,9003,DEN,ATL,17:38,44,45,False,False,425
2018,10,16,3,AS,6432,MIA,JFK,13:05,-14,-22,False,False,1547
2016,5,21,2,F9,988,SFO,ORD,10:21,38,55,False,False,1404
2018,10,5,1,AS,2075,ATL,LAX,03:39,10,4,False,False,449
2016,5,9,6,B6,7586,LAX,SFO,06:01,45,47,False,False,2489
2019,12,18,2,UA,6398,MIA,LGA,13:04,109,115,False,False,885
2018,4,1,3,AA,1332,MIA,LGA,01:53,81,78,False,False,2010
2018,1,26,2,DL,792,SFO,LGA,08:12,26,37,False,False,2536
2017,9,10,2,F9,9796,DEN,ATL,14:17,87,96,False,False,1068
2016,6,13,4,B6,6166,SFO,ORD,22:42,53,57,False,False,836
2015,10,8,4,F9,9045,DFW,ORD,11:13,57,54,False,False,952
2015,8,6,5,F9,8312,JFK,SFO,05:16,164,172,False,False,2238
2017,10,6,7,WN,9194,ORD,ORD,20:59,109,123,False,False,1481
2017,3,20,4,F9,7731,ATL,SFO,03:47,12,16,True,False,1993
2019,6,27,4,NK,7530,DEN,ATL,19:59,65,77,False,False,1026
2015,7,6,2,WN,9141,DEN,LGA,21:16,118,118,False,False,1324
2017,2,28,2,AA,8314,DEN,ATL,22:24,108,119,False,False,660
2016,6,7,2,UA,1087,SEA,JFK,11:52,-2,7,False,False,1422
2019,11,18,2,AA,4263,DEN,SFO,11:48,152,151,False,False,2499
2016,12,6,5,UA,6219,LGA,DEN,03:14,89,108,False,False,577
2015,3,15,7,AS,9501,DFW,SFO,08:56,63,58,False,False,2538
2018,6,2,7,UA,5401,ATL,SFO,04:46,-13,-22,False,False,1489
2015,8,13,1,WN,5158,DFW,JFK,11:22,99,110,False,False,1849
2018,2,28,5,DL,8591,JFK,LGA,21:23,126,125,False,False,1416
2019,7,26,2,NK,2893,SEA,ORD,13:07,155,150,False,False,1270
2016,9,9,6,B6,2681,ORD,LGA,23:20,149,168,False,False,2970
2015,2,9,1,NK,7525,LGA,SFO,03:56,93,86,False,False,2761
2019,2,23,1,AS,425,DFW,LAX,19:22,20,33,False,False,1592
2015,2,24,1,UA,2963,LAX,DEN,16:40,145,164,True,False,2428
2016,5,5,3,DL,7400,SFO,ATL,05:01,172,168,True,False,1267
2018,10,8,2,WN,4455,LGA,JFK,09:25,61,62,False,False,2271
2018,7,21,6,F9,9630,SFO,DEN,16:21,2,5,False,False,304
2015,3,17,3,AS,9134,ORD,MIA,23:05,22,33,False,False,649
2016,7,13,4,AA,1435,ATL,DFW,16:18,93,104,False,False,2484
